sample_id,city,year,stratum,sentence,dict_visible_hits,dict_functional_hits,dict_label,coder1 (visible | functional | mixed | irrelevant),coder2 (visible | functional | mixed | irrelevant),adjudicated,notes
S0482,宜宾市,2008,functional:early,切实抓好城镇就医、入学、购物等配套设施建设，保障城乡供水、供气、供电，积极推进公交改革，促进房地产市场健康发展，提高城镇空间的集聚能力和容纳能力,0,1,functional,,,,
S0483,惠州市,2008,none:early,扎实开展社会信用体系建设，积极推动企业、个人征信系统 建设和应用，促进社会诚实守信,0,0,irrelevant,,,,
S0484,三门峡市,2021,mixed:late,启动实施农村人居环境整治提升五年行动，持续推进“千村示范、万村整治”工程，深入开展农业面源污染防治、生活垃圾和污水治理、厕所革命、村容村貌提升等生态环境突出问题整治，新建一批“四美乡村”“五美庭院”，不断提升农村生活品质,1,1,mixed,,,,
S0485,苏州市,2017,none:late,深入开展相对集中行政许可权改革试点工作，选择部分县级市、开发区和经济发达镇推广苏州工业园区集中审批试点经验，筹建市级行政审批局,0,0,irrelevant,,,,
S0486,福州市,2023,visible:late,职责明确、依法行政的政府治理体系日益健全，获评第二批全国法治政府建设示范市,1,0,visible,,,,
S0487,安康市,2019,none:late,中国致力于促进世界和平与发展，作出了世人共睹的重要贡献,0,0,irrelevant,,,,
S0488,舟山市,2010,mixed:early,村庄示范整治等工程扎实推进，33个渔农村社区达到全面小康标准，完成了70个村庄整治、29个村污水治理、20个渔农村小菜场改造任务，实施农房改造8899户、渔农村危旧房改造550户，新增卫生改厕1.23万户、污水治理农户2.9万户、安全饮用水人口2.38万人、通村联网公路88.6公里，城乡公交一体化步伐加快，群众生产生活条件进一步改善,1,2,mixed,,,,
S0489,沧州市,2003,functional:early,沧化集团液体化学品码头、沧州运东污水处理厂等56个投资1000万元以上的新开工项目按期开工建设,0,1,functional,,,,
S0490,临汾市,2011,visible:early,我们要举全市之力，集全民之智，把“百公里汾河新型工业城镇走廊”建成全国有影响、中西部最具活力的示范区和引领区,1,0,visible,,,,
S0491,珠海市,2009,none:early,推进农村土地管理制度改革，以转包、出租、互换、转让、股份合作等多种形式流转土地承包经营权，发展多种形式的适度规模经营，支持农村发展物业出租等集体经济，多渠道增加农民收入,0,0,irrelevant,,,,
S0492,无锡市,2022,none:late,安全形势稳步向好，有力有效应对疫情、汛情、台风等考验，有机衔接安全生产专项整治“一年小灶”“三年大灶”，平安无锡、法治无锡建设成效全省领先，社会大局和谐稳定,0,0,irrelevant,,,,
S0493,新余市,2019,visible:late,深入推进全国文明城市、国家卫生城市和国家食品安全示范城市“三城”同创,2,0,visible,,,,
S0494,陇南市,2010,functional:early,加快八县县城建设，重点抓好城市道路、供排水、环卫设施、社会服务设施和污水处理等项目建设,0,2,functional,,,,
S0495,中卫市,2021,functional:late,压实安全生产责任，强化重点行业领域监管，健全应急管理体系，坚决遏制重特大事故发生,0,1,functional,,,,
S0496,咸阳市,2022,visible:late,开展乡村振兴“十个一”示范创建，分阶段创建26个示范镇、120个示范村、20个重点帮扶村，支持淳化建设省级乡村振兴重点帮扶县、礼泉建设省级乡村振兴示范县,4,0,visible,,,,
S0497,中卫市,2021,functional:late,深入打好碧水保卫战，推进城市水污染、饮用水源地、工业废水等整治，实施市第三污水处理厂、中卫工业园区水资源综合利用等项目，黄河流域中卫段国控断面水质达到或优于考核目标,0,1,functional,,,,
S0498,牡丹江市,2004,none:early,以发展医药化 工、机电、建材、农副产品深加工等产业为重点，加快培 育一批经济实力强、技术水平高、产业特色突出的骨干民 营企业,0,0,irrelevant,,,,
S0499,淮北市,2008,none:early,"安居工程稳步推进,11万平方米南黎花园经济适用房主体工程完工",0,0,irrelevant,,,,
S0500,梅州市,2014,functional:late,大力开展“南粤水更清”行动，加强中型水库水质管理和控制，规划建设中心镇污水处理设施，开展沿河排污企业整治，保护水源水质,0,1,functional,,,,
