sample_id,city,year,stratum,sentence,dict_visible_hits,dict_functional_hits,dict_label,coder1 (visible | functional | mixed | irrelevant),coder2 (visible | functional | mixed | irrelevant),adjudicated,notes,gemini,chatgpt,deepseek,ensemble_majority,n_agree
S0382,贵港市,2009,visible:early,"（四）着力提升城市品位，加快推进城镇化进程

紧紧围绕建设“区域性中心城市和南国特色园林现代化港口城市”的目标，大力实施品牌城市战略，不断创新城市发展理念和模式，全面提升城市综合素质和竞争力，力争城镇化率提高2个百分点，达到35.3%",1,0,visible,,,,,irrelevant,visible,visible,visible,2
S0383,邵阳市,2016,functional:late,加强龙须塘化工区环境综合治理，限期整治或依法关停违法排污企业,0,1,functional,,,,,irrelevant,irrelevant,functional,irrelevant,2
S0384,临沧市,2024,functional:late,扎实开展重大事故隐患专项排查整治2023行动，防汛抗旱、地质灾害治理、森林草原防灭火、防震减灾等工作有力有效，生产安全事故起数和死亡人数分别下降22.7%、27.5%,0,1,functional,,,,,functional,functional,functional,functional,3
S0385,阳江市,2004,functional:early,进一步扩大市区污水处理能力，积极推进阳东、阳春、阳西、海陵污水处理厂的建设,0,2,functional,,,,,functional,functional,functional,functional,3
S0386,运城市,2016,none:late,(九)加强党风廉政和民主法治建设，社会保持和谐稳定,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0387,秦皇岛市,2021,visible:late,加强城市容貌综合治理，整治违法用地、违法建设，实施绿化提升、立面改造、城市亮化工程，打造更多“美丽街区”“精品街道”,2,0,visible,,,,,visible,visible,visible,visible,3
S0388,眉山市,2003,visible:early,11、新型工业化道路：十六大报告提出要走“新型工业化道路”,2,0,visible,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0389,武汉市,2015,functional:late,新增排水干管100公里，疏浚管涵4956公里,0,1,functional,,,,,functional,functional,functional,functional,3
S0390,嘉峪关市,2012,none:early,完善公共安全体系建设，全面加强食品、药品、交通和校园安全，有针对性地强化学校、医院、商场、机关等人流密集区域的突发灾害应急避险演练，提高应急救援和防灾避险能力，保障人民群众生命财产安全,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0391,武汉市,2004,mixed:early,深化投融资体制改革，进一步开放民间投资市场，积极探索污水处理等城市基础设施及环卫作业市场化运作方式，开展了东湖开发区道路建设项目个人委托贷款试点,1,1,mixed,,,,,mixed,mixed,functional,mixed,2
S0392,潮州市,2024,none:late,突出新城开发引擎效应,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0393,大同市,2014,none:late,"推进先证后照向先照后证转变,由企业年检制改为年报公示制",0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0394,漳州市,2010,functional:early,加强已建成污水处理厂的配套管网建设，提高污水收集率，确保一年内处理负荷率不低于60%，两年内不低于70%，三年内不低于75%,0,3,functional,,,,,functional,functional,functional,functional,3
S0395,贵港市,2011,visible:early,加强农村公路网络建设，五年内基本实现建制村全部通水泥路（或柏油路）的目标,1,0,visible,,,,,visible,visible,visible,visible,3
S0396,北京市,2018,functional:late,全面推行河长制，连续实施两个污水处理三年行动方案，污水处理率提高到92%，再生水年利用量达到10.5亿立方米,0,2,functional,,,,,functional,functional,functional,functional,3
S0397,濮阳市,2015,functional:late,濮东500千伏输变电站建成投用，南水北调濮阳支线工程基本建成，文23战略储气库、龙丰热电2×60万千瓦机组、中原油田至开封输气管道等项目积极推进,0,1,functional,,,,,functional,functional,functional,functional,3
S0398,漳州市,2011,none:early,环境综合整治持续推进,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0399,无锡市,2013,none:late,积极推进重点燃气热电项目，深入开展“万家企业节能低碳行动”和“限期节能达标”活动，确保节能减排达到省定目标,0,0,irrelevant,,,,,functional,functional,functional,functional,3
S0400,乌海市,2015,none:late,规范发展民办教育，加快发展民族教育、特殊教育,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0401,吉安市,2011,visible:early,抓住高铁时代到来的历史机遇，按照“突出城南新区建设、统筹滨江新区开发、实施旧城改造”的工作方向，更多融入庐陵文化元素，完善中心城区大路网及后河二期、城西片区等详细规划，推进实施90个重点城建项目，力争完成投资140亿元,1,0,visible,,,,,visible,visible,visible,visible,3
S0402,庆阳市,2018,mixed:late,持续强化道路交通、油气管道、危险化学品、消防、煤矿和非煤矿山、建筑工地和人员密集场所等重点领域安全监管,1,1,mixed,,,,,functional,functional,functional,functional,3
S0403,商丘市,2012,visible:early,重点抓好17平方公里商丘新区中心商务功能区建设，搞好睢阳大道、宋城路、中州路3条主干道和与之相配套的6条次干道等基础设施建设，初步形成支撑商丘新区中心商务功能区建设的路网框架,2,0,visible,,,,,visible,visible,visible,visible,3
S0404,衡水市,2007,visible:early,全面提高城市管理水平，成立城市管理综合执法办公室，进一步明确职责，建立严格的监督、监察机制，加强动态管理和精细化管理，开展好建筑市场、广告牌匾、环境卫生、道路交通等专项集中整治行动,1,0,visible,,,,,visible,visible,visible,visible,3
S0405,莆田市,2017,functional:late,新建及扩容污水处理厂3座、污水管网216公里，生活和医疗垃圾日处理能力达1800吨,0,3,functional,,,,,functional,functional,functional,functional,3
S0406,丽江市,2018,none:late,泸沽湖水质保持 Ⅰ 类，程海水质稳定在 Ⅳ 类（氟化物和 pH值除外），拉市海水质稳定在 Ⅲ 类，主要河流水质监测断面水质优良率 78.3%，城镇集中式生活饮用水源地水质达标率 100%,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0407,伊春市,2014,functional:late,3、投资2.9亿元，完善“三供两治”工程，开工建设中心城以及南岔、乌伊岭、朗乡、双丰、桃山污水处理厂,0,1,functional,,,,,functional,functional,functional,functional,3
S0408,泸州市,2006,mixed:early,龙西大桥、江阳西路延伸等城市路网建设进展顺利，完成61条小街小巷的改造和澄溪口至长江大桥段滨江路工程，建设和改造城区供水管网42公里，泰安垃圾处理场投入使用,1,2,mixed,,,,,mixed,mixed,mixed,mixed,3
S0409,茂名市,2023,visible:late,茂名东汇城入选省级特色商圈，高凉非遗美食体验地“籺村”、爱琴海购物公园开门迎客，高凉美食节、月饼文化节、夜间消费节接连举办，城市更具“烟火气”、生活越来越精彩,1,0,visible,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0410,铜川市,2007,functional:early,抓好防汛防滑工作，确保安全度汛,0,1,functional,,,,,functional,functional,functional,functional,3
S0411,酒泉市,2016,none:late,"突出问题导向,层层传导压力,认真整改存在的问题,做到严明纪律、严格管理",0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0412,河源市,2007,functional:early,同时，全面建立和完善市、县区、乡镇、村四级防洪救灾应急预案台账及防洪防地质灾害具体实施方案，进一步健全防灾减灾预报预警体系，得到了省委、省政府的充分肯定,0,2,functional,,,,,functional,functional,functional,functional,3
S0413,渭南市,2009,none:early,城乡社区服务体系建设工程,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0414,运城市,2015,none:late,加强学习型政府建设，定期举办“政府大讲堂”活动，引导广大干部特别是领导干部不断转变观念、开阔视野、提升能力,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0415,岳阳市,2014,functional:late,深入开展“六大整治”行动，整治规范城区市场36家、五小门店3600多家，改造排水窨井600多口，清理陈年垃圾2万多方，城市环境更加舒适宜居,0,1,functional,,,,,mixed,mixed,mixed,mixed,3
S0416,运城市,2005,functional:early,高度重视水资源的节约和保护，推广先进节水技术，大力提高水的重复利用率和污水的回收利用率,0,1,functional,,,,,functional,functional,functional,functional,3
S0417,南宁市,2003,none:early,以创建“中国绿城”为目标，高起 点、高标准完成了“中国绿城”建设规划研究、城市综合交通规划、 城市新区规划选址以及一批重点、亮点工程的规划设计工作,0,0,irrelevant,,,,,visible,visible,visible,visible,3
S0418,晋城市,2006,functional:early,丹河源头引水工程基本完工，张峰水库、东焦河水库和磨滩水库建设进展顺利，五年累计新增供水能力2900万方，新增有效灌溉面积15万亩，解决和改善了农村50万人口的吃水困难,0,1,functional,,,,,functional,functional,functional,functional,3
S0419,鄂尔多斯市,2008,visible:early,大力发展体育事业，增加城市核心区公共体育设施，在住宅小区、公园、广场、旅游场所配套体育设施，增加农村牧区公共体育设施，广泛开展全民健身运动，提高人民群众健康素质,2,0,visible,,,,,visible,visible,visible,visible,3
S0420,上海市,2007,none:early,我们必须始终坚持以科学发展观统领经济社会发展全局，把加快实现“四个率先”作为上海全面落实、自觉实践科学发展观的集中体现，贯穿于上海“四个中心”建设的全过程,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0421,上饶市,2016,visible:late,加快数字城管指挥中心平台建设，推进市政、园林等作业市场化改革，持续开展城市环境卫生整治，逐步实现城市管理的网格化、智能化、精细化,1,0,visible,,,,,visible,visible,visible,visible,3
S0422,双鸭山市,2016,visible:late,推进七星峰等旅游景区道路建设，增强可进入性,1,0,visible,,,,,visible,visible,visible,visible,3
S0423,齐齐哈尔市,2017,functional:late,启动中心城区防涝排涝专项治理，完成市污水处理厂二期提标改造、污泥处置及餐厨废弃物处置工程，加快固废循环经济静脉产业园建设，推动县级污水处理厂常态化、规范化运行,0,3,functional,,,,,functional,functional,functional,functional,3
S0424,临沧市,2024,functional:late,学好用好“千万工程”经验推进农村人居环境整治，农村卫生户厕普及率、污水治理率、生活垃圾处理设施覆盖率稳步提升,0,1,functional,,,,,functional,functional,functional,functional,3
S0425,东营市,2022,mixed:late,加快“两清零一提标”工作，实施199个小区单位、9条道路雨污分流改造和73处黑臭水体治理，对4座污水处理厂进行提标改造升级，确保市控以上河流实现稳定达标,1,1,mixed,,,,,functional,functional,functional,functional,3
S0426,漯河市,2004,none:early,"全面贯彻党的宗教政策,依法管理宗教事务",0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0427,衡阳市,2008,functional:early,加强城市生活污水处理、噪音污染和农业生产污染的治理，加大环境保护力度,0,1,functional,,,,,functional,functional,functional,functional,3
S0428,忻州市,2019,mixed:late,北部主攻道路畅通、雨污分流，破解污水处理瓶颈,1,1,mixed,,,,,mixed,mixed,functional,mixed,2
S0429,玉林市,2010,mixed:early,进一步理顺管理体制，全面推进龙潭产业园建设，加快完善园区路网、水厂、污水处理厂、垃圾填埋厂等设施，大力推进广西银亿硫磺和石膏制取硫酸、龙潭进口再生资源加工利用园区等重点项目建设，做好一批能源、化工等重大项目的前期工作，尽快把龙潭产业园建设成为我市经济增长新一极，发挥融入参与广西北部湾经济区开发建设的桥头堡作用,1,1,mixed,,,,,mixed,mixed,functional,mixed,2
S0430,百色市,2005,functional:early,切实抓好一批地头水柜连片建设示范工作，完成2004—2005年度总投资1.31亿元的3109处城镇防洪、水库除险加固、大中型灌区改造、水土保持综合治理、小型治旱等水利建设项目，新增、恢复和改善灌溉面积20万亩，解决饮水安全问题2.63万人,0,1,functional,,,,,functional,functional,functional,functional,3
S0431,武汉市,2005,none:early,努力营造良好社会氛围，不断优化社会发展环境,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0432,汕头市,2022,functional:late,"九、推进农村生活污水治理暨“源头截污、雨污分流”改造工程
市生态环境局
巩固提升自然村“源头截污、雨污分流”行动效果，完成1157个自然村约1.5万公里管道的敷设",0,2,functional,,,,,functional,functional,functional,functional,3
S0433,济南市,2017,none:late,坚持大抓项目、抓大项目，强化全程服务，加快推进西部会展中心等一批在建项目投产运营,0,0,irrelevant,,,,,visible,visible,irrelevant,visible,2
S0434,赤峰市,2022,none:late,维护社会安全稳定仍面临许多新情况新问题,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0435,株洲市,2020,visible:late,加快打造轨道交通世界级产业集群，培育壮大航空、汽车、电子信息、包装、玻璃等产业集群,1,0,visible,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0436,黑河市,2004,none:early,提升城市管理水平,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0437,东营市,2016,functional:late,以环境质量改善为核心，突出抓好污水管网配套、人工湿地水质净化工程和污水处理厂建设运营，积极推进城区雨污分流改造，全面消除污水直排口，市控以上河流稳定达到地表水五类标准,0,4,functional,,,,,functional,functional,functional,functional,3
S0438,天津市,2024,none:late,新建养老服务综合体30个，新增养老床位3168张，医保、生育、失业、养老、工伤等待遇继续提高,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0439,吴忠市,2011,visible:early,全市营造林30万亩，新增城市绿化面积1.3万亩，新增城市湖泊湿地3000亩,1,0,visible,,,,,visible,visible,visible,visible,3
S0440,锦州市,2010,visible:early,完成滨东大道等8项交通工程,1,0,visible,,,,,visible,visible,visible,visible,3
S0441,赣州市,2020,functional:late,"完成县级应急备用水源和省天然气管网建设,实现县县有双水源供水、县县通管道天然气",0,3,functional,,,,,functional,functional,functional,functional,3
S0442,湛江市,2011,functional:early,建成坡头区、东海岛污水处理厂，加快建设赤坎污水处理厂三期、开发区平乐污水处理厂及中心镇污水处理厂工程,0,4,functional,,,,,functional,functional,functional,functional,3
S0443,临沂市,2006,none:early,每千人拥有卫生技术人员 2. 6人、病床2. 2张,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0444,嘉兴市,2005,visible:early,加快城市新区道路规划建设，启动建设市区三环路，基本建成100平方公里城市道路框架,2,0,visible,,,,,visible,visible,visible,visible,3
S0445,黄石市,2003,visible:early,"以""扮靓磁湖""为重点,改造杭州路,建设环磁湖游览道路及景点,综合治理磁湖东北片,开工建设磁湖北岸生态小区,建设团城山生态公园",2,0,visible,,,,,visible,visible,visible,visible,3
S0446,白城市,2009,functional:early,五是污水处理厂续建工程，完成了土建工程，以及二期嫩江路泵站设备安装,0,1,functional,,,,,functional,functional,functional,functional,3
S0447,海口市,2024,functional:late,南渡江龙塘大坝枢纽改造工程加快推进，永庄水厂、新埠岛供水管网改造工程建成投用,0,2,functional,,,,,functional,functional,functional,functional,3
S0448,柳州市,2006,mixed:early,竣工三门江大桥完善河东、阳和片区路网及排水管网续建官塘大道竣工东堤路及河东沿江景观工程,3,2,mixed,,,,,mixed,mixed,mixed,mixed,3
S0449,温州市,2012,visible:early,高速公路联网工程加快实施，新增城市道路350公里,1,0,visible,,,,,visible,visible,visible,visible,3
S0450,资阳市,2010,visible:early,加快成都·资阳工业发展区道路、能源和标准厂房配套建设，首批入园企业建成投产,1,0,visible,,,,,mixed,mixed,visible,mixed,2
S0451,柳州市,2019,visible:late,"推进北部生态新区
- 18 -
“三纵三横”骨干路网等基础设施提速建设",1,0,visible,,,,,visible,visible,visible,visible,3
S0452,铜川市,2018,none:late,改造提升传统产业,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0453,蚌埠市,2007,none:early,继续实施花鼓灯“三千双百”工程，对禹墟、双墩遗址进行保护性发掘,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0454,金昌市,2022,none:late,提升精气神，当好服务员，让政府行政服务更有速度、更有力度、更有温度,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0455,大同市,2023,functional:late,加快推进环城高压新荣支线和燃气储气调峰等3个项目，新建改造城市供水、供气、供热管网240公里，提高城市供应保障能力,0,2,functional,,,,,functional,functional,functional,functional,3
S0456,荆门市,2009,mixed:early,进一步提高规划水平，加快完成荆门城市总规修改，加大控制性详规的编制力度，完善园林绿地、景观水系、地下管网等专项规划，开展特色街区、城市进出口街景等专项设计，全面提升规划水平,4,2,mixed,,,,,mixed,mixed,mixed,mixed,3
S0457,乌海市,2021,none:late,规划建设环保产业园，培育节能环保产业新增长点,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0458,平顶山市,2019,functional:late,学习浙江经验，深入实施农村人居环境整治，抓好“千村整治、百村示范”，加快推进农村生活垃圾整治、生活污水处理、厕所革命、废弃物资源化利用、村容村貌提升等重点工作，新改建农村公路364公里，建设饮水安全巩固提升工程155处，解决和改善19万农村居民饮水安全问题，完成12万户农户改厕,0,1,functional,,,,,mixed,mixed,mixed,mixed,3
S0459,石家庄市,2018,visible:late,启动环城水系整体改造提升工程，建设民心河西线、太平河东段景观绿道,2,0,visible,,,,,visible,visible,visible,visible,3
S0460,黑河市,2008,visible:early,出台并严格执行道路、市容、绿化和广告等20个管理办法，全面推行门前卫生、市容秩序、立面整洁、绿化管护、文明行为的“五包”责任制，推进城市精细化管理,3,0,visible,,,,,visible,visible,visible,visible,3
S0461,邢台市,2024,none:late,城镇新增就业7万人，挂牌零工市场3233个，零就业家庭保持动态清零,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0462,丽江市,2017,none:late,招商引资工作不断加强，市外到位资金 330 亿元，增长 15.1%,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0463,阜新市,2015,visible:late,6、抓好绿化沙化治理,1,0,visible,,,,,visible,visible,visible,visible,3
S0464,佳木斯市,2023,visible:late,统筹山水林田湖草沙系统治理，协同推进湿地修复、生态补水和生物多样性保护，深入实施大规模国土绿化行动，建设松花江下游绿色生态廊道,1,0,visible,,,,,visible,visible,visible,visible,3
S0465,张家界市,2011,mixed:early,以内，森林覆盖率达到71%，中心城市建成区绿化覆盖率达到50%，城市空气质量优良率达到98%，城市污水集中处理率和生活垃圾无害化处理率分别达到65%和80%,1,1,mixed,,,,,mixed,mixed,mixed,mixed,3
S0466,阜新市,2006,visible:early,巩固发展退耕还林成果，推进防沙治沙、农田林网、村屯绿化等重点工程建设，完成植树造林和封山育林７０万亩,1,0,visible,,,,,visible,visible,visible,visible,3
S0467,商洛市,2021,none:late,落实义务教育教师工资待遇政策，补充基层紧缺教师732名,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0468,太原市,2011,functional:early,着手推进太原核心区内公交运营、供水供热等基础设施协调发展，科教、文化、通信、旅游、户籍管理等事项一体化服务,0,1,functional,,,,,mixed,functional,functional,functional,2
S0469,西安市,2012,functional:early,加强农田水利建设，启动农田排水工程，加快中小灌区续建配套工程建设，继续做好农村饮水安全工作,0,1,functional,,,,,functional,functional,functional,functional,3
S0470,海口市,2011,none:early,发达经济体经济增长乏力，失业率居高难下，一些国家主权债务危机隐患仍未消除，主要发达经济体进一步推行宽松货币政策，全球流动性大量增加，国际大宗商品价格和主要货币汇率加剧波动，新兴市场资产泡沫和通胀压力加大，保护主义继续升温，国际市场竞争更加激烈，不稳定不确定因素仍然较多,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0471,张家口市,2017,mixed:late,启动城市更新，推进背街小巷、 老旧小区、 大杂院改造提升， 加快综合管廊、慢行系统、停车场、绿地、公厕、垃圾中转站、便民市场建设,1,1,mixed,,,,,mixed,mixed,mixed,mixed,3
S0472,百色市,2022,mixed:late,完善工业园区道路、供电、供水、供气等基础设施，建设标准厂房80万平方米以上,1,1,mixed,,,,,mixed,mixed,functional,mixed,2
S0473,阳泉市,2009,visible:early,市区要重点抓好植物园、煤山公园、桃河公园二期等重点工程,2,0,visible,,,,,visible,visible,visible,visible,3
S0474,拉萨市,2011,functional:early,"加大创模工作力度,严格执行创模规划, 加强污水、垃圾处理和空气环境综合治理,减少污染物排放,改善 城市环境质量,建设城市热岛效应观测站,迎接国家环保部检查考 核",0,1,functional,,,,,functional,functional,mixed,functional,2
S0475,漯河市,2021,none:late,坚持扩大内需战略基点，打通生产、流通、消费、外贸出口等各环节，服务构建“双循环”新发展格局,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0476,哈尔滨市,2007,functional:early,完成磨盘山供水一期、道里集中供热和沿江污水截流等重大城市基础设施项目,0,2,functional,,,,,functional,functional,mixed,functional,2
S0477,云浮市,2024,functional:late,工作措施：加快市城区排水管网雨污分流改造工作建设，指导各地制定县域农村生活污水治理全覆盖攻坚方案，一村一策优化治理模式，优先将中心城区和城镇周边的农村生活污水纳入城镇生活污水处理体系，并结合我市山多地少、农村人口地区人口分散的特点，重点运用污水资源化利用和厌氧式、无动力、小区域的生态处理技术，确保治理务实管用,0,6,functional,,,,,functional,functional,functional,functional,3
S0478,鞍山市,2018,none:late,广播电视、新闻出版、老龄、残联、民族、宗教、外事、侨务、对台、统计、接待、档案、编制、气象、地震、民兵预备役等工作取得新成绩,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0479,佛山市,2011,functional:early,五年新增污水处理能力175.5万吨/日，2010年城镇生活污水处理率达到77%，汾江河基本实现“江水变清，不黑不臭”的阶段性目标,0,2,functional,,,,,functional,functional,functional,functional,3
S0480,乌兰察布市,2015,visible:late,完成中心城区商业网点规划，恩和世纪广场等商贸综合体投入使用,1,0,visible,,,,,visible,visible,visible,visible,3
S0481,达州市,2018,none:late,牢固树立绿水青山就是金山银山的理念，大力开展“环境治理攻坚年”活动，巩固深化中央和省环保督察成果，努力让达州的天更蓝、水更清、空气更清新,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0482,江门市,2007,functional:early,新建成６家城镇污水处理厂，完成江门河综合整治工程，会城河、紫水河综合整治取得成效,0,1,functional,,,,,functional,functional,functional,functional,3
S0483,梅州市,2014,none:late,巩固提升教育“创强”成果，力争实现教育强县全覆盖,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0484,达州市,2006,functional:early,完善城镇防洪预案，做好州河流域梯级防洪方案和病险水库整治,0,2,functional,,,,,functional,functional,functional,functional,3
S0485,商丘市,2007,functional:early,今年各县污水处理厂要建成使用，开工建设垃圾处理场,0,1,functional,,,,,functional,functional,functional,functional,3
S0486,广元市,2005,none:early,启动创建中国优秀旅游城市、昭化古城申报中国历史文化名镇、剑门蜀道申报世界自然历史文化遗产等工作，做好剑门关、皇泽寺申报国家AAA级旅游区工作，把明月峡建成国家AA级旅游区,0,0,irrelevant,,,,,irrelevant,irrelevant,visible,irrelevant,2
S0487,南充市,2023,none:late,2.推进川东北金融中心建设,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0488,泸州市,2017,visible:late,支持合江、叙永、古蔺加快县城发展，着力提升县城品质，确保合江城西湿地公园、叙永绕城路、古蔺民生广场等项目竣工投用，增强县城综合承载能力和吸纳能力,2,0,visible,,,,,visible,visible,mixed,visible,2
S0489,漯河市,2010,none:early,完成有线电视数字化整体转换和双向改造,0,0,irrelevant,,,,,irrelevant,irrelevant,functional,irrelevant,2
S0490,承德市,2022,mixed:late,中心城市首位度明显增强，承下路、凤凰山大桥等一批 道路畅通工程如期完工，启动城中村改造项目 26个，改造老旧小 区 169 个、燃气供热管网 83.9 公里，实施武烈河两岸及避暑山庄 景观亮化工程，建设“口袋公园”101 个，中心城区新改建公交候 车亭 106 个、公厕 66 座，实现了公交全覆盖和“旱厕清零”,4,1,mixed,,,,,mixed,mixed,mixed,mixed,3
S0491,芜湖市,2021,functional:late,加强城市防洪体系建设和城市内涝治理，打造海绵城市、韧性城市,0,2,functional,,,,,functional,functional,functional,functional,3
S0492,岳阳市,2012,functional:early,推进水利改革，完善防汛抗旱减灾机制，实行最严格的水资源管理制度，抓好水利工程管理体制、基层水利服务体系等改革,0,1,functional,,,,,irrelevant,functional,irrelevant,irrelevant,2
S0493,宁德市,2022,functional:late,加快闽东苏区防洪防潮工程前期工作，力争开工建设上白石水利枢纽工程,0,1,functional,,,,,functional,functional,functional,functional,3
S0494,包头市,2007,functional:early,投入49.1亿元，实施重大环境改善和治理项目45个，清理污染项目136个，排污总量减少5%以上,0,1,functional,,,,,irrelevant,irrelevant,functional,irrelevant,2
S0495,桂林市,2011,functional:early,市本级城市污水集中处理率90.4%，比“十五”期末提高41.8个百分点,0,1,functional,,,,,functional,functional,functional,functional,3
S0496,宣城市,2010,none:early,财政收入、地方财政收入、五年固定资产投资总量翻两番,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0497,深圳市,2011,none:early,加大城市更新和土地整备力度,0,0,irrelevant,,,,,irrelevant,visible,irrelevant,irrelevant,2
S0498,河池市,2012,visible:early,实施“绿满八桂”通道绿化43.6公里、村屯绿化136个、山上绿化40万亩，实施石漠化综合治理5.96万亩，发放国家、自治区级生态公益林补助1899.87万亩，建设沼气池6650座,3,0,visible,,,,,visible,mixed,visible,visible,2
S0499,自贡市,2012,visible:early,到2016年，城市建成区绿化覆盖率达到40%以上，人均公园绿地面积达到12平方米，森林覆盖率达到34%,3,0,visible,,,,,visible,visible,visible,visible,3
S0500,梅州市,2014,visible:late,环城高速公路亮化美化工程全面完成,2,0,visible,,,,,visible,visible,visible,visible,3
